Summary,Temperature (C),Date,Hour
Partly Cloudy,20.11666667,8.7.2013,23
Clear,20.01666667,9.7.2013,0
Clear,19.53333333,9.7.2013,1
Clear,18.93333333,9.7.2013,2
Clear,17.91666667,9.7.2013,3
Partly Cloudy,18.83888889,9.7.2013,4
Partly Cloudy,18.96111111,9.7.2013,5
Partly Cloudy,21.88333333,9.7.2013,6
Partly Cloudy,22.87222222,9.7.2013,7
Partly Cloudy,24.00555556,9.7.2013,8
Mostly Cloudy,26.14444444,9.7.2013,9
Mostly Cloudy,27.84444444,9.7.2013,10
Mostly Cloudy,28.88333333,9.7.2013,11
Partly Cloudy,27.55555556,9.7.2013,12
Partly Cloudy,27.42777778,9.7.2013,13
Partly Cloudy,26.33888889,9.7.2013,14
Mostly Cloudy,23.4,9.7.2013,15
Mostly Cloudy,24.25555556,9.7.2013,16
Mostly Cloudy,23.1,9.7.2013,17
Mostly Cloudy,22.51111111,9.7.2013,18
Mostly Cloudy,20.22777778,9.7.2013,19
Mostly Cloudy,19.56111111,9.7.2013,20
Partly Cloudy,19.55555556,9.7.2013,21
Mostly Cloudy,10.60555556,31.5.2013,22
Mostly Cloudy,10.55555556,31.5.2013,23
Mostly Cloudy,10.61111111,1.6.2013,0
Mostly Cloudy,9.95,1.6.2013,1
Mostly Cloudy,10.43888889,1.6.2013,2
Mostly Cloudy,10.55,1.6.2013,3
Mostly Cloudy,11.01666667,1.6.2013,4
Mostly Cloudy,11.08888889,1.6.2013,5
Mostly Cloudy,12.16666667,1.6.2013,6
Mostly Cloudy,12.73333333,1.6.2013,7
Mostly Cloudy,13.87222222,1.6.2013,8
Mostly Cloudy,13.0,1.6.2013,9
Mostly Cloudy,13.96111111,1.6.2013,10
Mostly Cloudy,14.00555556,1.6.2013,11
Mostly Cloudy,15.15,1.6.2013,12
Partly Cloudy,16.11111111,1.6.2013,13
Partly Cloudy,16.11666667,1.6.2013,14
Partly Cloudy,16.22777778,1.6.2013,15
Mostly Cloudy,16.11111111,1.6.2013,16
Partly Cloudy,16.03888889,1.6.2013,17
Mostly Cloudy,15.13333333,1.6.2013,18
Mostly Cloudy,13.77222222,1.6.2013,19
Mostly Cloudy,13.70555556,1.6.2013,20
Mostly Cloudy,12.82777778,1.6.2013,21
Partly Cloudy,18.28888889,9.6.2013,22
Mostly Cloudy,19.81111111,9.6.2013,23
Mostly Cloudy,19.6,10.6.2013,0
Overcast,17.80555556,10.6.2013,1
Overcast,17.2,10.6.2013,2
Mostly Cloudy,16.16666667,10.6.2013,3
Mostly Cloudy,17.17777778,10.6.2013,4
Partly Cloudy,19.86666667,10.6.2013,5
Partly Cloudy,22.03888889,10.6.2013,6
Partly Cloudy,22.66111111,10.6.2013,7
Partly Cloudy,23.66111111,10.6.2013,8
Mostly Cloudy,24.73333333,10.6.2013,9
Mostly Cloudy,24.88333333,10.6.2013,10
Mostly Cloudy,23.98333333,10.6.2013,11
Mostly Cloudy,26.05555556,10.6.2013,12
Partly Cloudy,25.02222222,10.6.2013,13
Mostly Cloudy,22.5,10.6.2013,14
Partly Cloudy,22.32222222,10.6.2013,15
Partly Cloudy,17.66666667,10.6.2013,16
Partly Cloudy,17.71111111,10.6.2013,17
Mostly Cloudy,17.23333333,10.6.2013,18
Partly Cloudy,16.08888889,10.6.2013,19
Mostly Cloudy,15.48888889,10.6.2013,20
Mostly Cloudy,16.48888889,10.6.2013,21
Mostly Cloudy,16.48333333,10.6.2013,22
Partly Cloudy,14.46666667,10.6.2013,23
Partly Cloudy,13.74444444,11.6.2013,0
Mostly Cloudy,13.84444444,11.6.2013,1
Partly Cloudy,13.79444444,11.6.2013,2
Partly Cloudy,12.93333333,11.6.2013,3
Partly Cloudy,14.77777778,11.6.2013,4
Partly Cloudy,15.97777778,11.6.2013,5
Partly Cloudy,17.71666667,11.6.2013,6
Partly Cloudy,19.82222222,11.6.2013,7
Partly Cloudy,20.95555556,11.6.2013,8
Partly Cloudy,21.88333333,11.6.2013,9
Mostly Cloudy,22.15555556,11.6.2013,10
Mostly Cloudy,22.73333333,11.6.2013,11
Mostly Cloudy,23.22222222,11.6.2013,12
Partly Cloudy,23.75555556,11.6.2013,13
Partly Cloudy,23.75,11.6.2013,14
Partly Cloudy,21.49444444,11.6.2013,15
Partly Cloudy,22.15555556,11.6.2013,16
Partly Cloudy,22.04444444,11.6.2013,17
Mostly Cloudy,19.88888889,11.6.2013,18
Mostly Cloudy,17.66111111,11.6.2013,19
Partly Cloudy,17.15,11.6.2013,20
Mostly Cloudy,16.96666667,11.6.2013,21
Partly Cloudy,15.92222222,11.6.2013,22
Partly Cloudy,14.83333333,11.6.2013,23
Partly Cloudy,13.85555556,12.6.2013,0
Partly Cloudy,13.23888889,12.6.2013,1
Mostly Cloudy,12.75555556,12.6.2013,2
Mostly Cloudy,12.25555556,12.6.2013,3
Mostly Cloudy,12.73333333,12.6.2013,4
Mostly Cloudy,15.97777778,12.6.2013,5
Mostly Cloudy,17.43888889,12.6.2013,6
Mostly Cloudy,19.88888889,12.6.2013,7
Mostly Cloudy,20.97777778,12.6.2013,8
Mostly Cloudy,22.0,12.6.2013,9
Mostly Cloudy,22.71111111,12.6.2013,10
Mostly Cloudy,22.73333333,12.6.2013,11
Partly Cloudy,23.72777778,12.6.2013,12
Mostly Cloudy,24.93333333,12.6.2013,13
Mostly Cloudy,23.83888889,12.6.2013,14
Mostly Cloudy,22.88888889,12.6.2013,15
Mostly Cloudy,22.77777778,12.6.2013,16
Mostly Cloudy,22.19444444,12.6.2013,17
Mostly Cloudy,21.89444444,12.6.2013,18
Partly Cloudy,19.95,12.6.2013,19
Mostly Cloudy,19.4,12.6.2013,20
Mostly Cloudy,18.22222222,12.6.2013,21
Mostly Cloudy,17.71111111,12.6.2013,22
Mostly Cloudy,17.10555556,12.6.2013,23
Partly Cloudy,15.95,13.6.2013,0
Clear,15.38888889,13.6.2013,1
Clear,15.36666667,13.6.2013,2
Clear,14.37777778,13.6.2013,3
Clear,14.98333333,13.6.2013,4
Clear,17.66666667,13.6.2013,5
Partly Cloudy,18.77777778,13.6.2013,6
Partly Cloudy,21.06666667,13.6.2013,7
Partly Cloudy,22.22222222,13.6.2013,8
Partly Cloudy,23.67222222,13.6.2013,9
Partly Cloudy,24.95555556,13.6.2013,10
Partly Cloudy,25.99444444,13.6.2013,11
Partly Cloudy,25.98888889,13.6.2013,12
Partly Cloudy,27.10555556,13.6.2013,13
Partly Cloudy,27.12777778,13.6.2013,14
Partly Cloudy,26.16666667,13.6.2013,15
Partly Cloudy,26.13333333,13.6.2013,16
Partly Cloudy,25.02222222,13.6.2013,17
Partly Cloudy,24.4,13.6.2013,18
Partly Cloudy,20.0,13.6.2013,19
Partly Cloudy,18.75,13.6.2013,20
Partly Cloudy,17.69444444,13.6.2013,21
Clear,16.53333333,13.6.2013,22
Clear,15.42222222,13.6.2013,23
Clear,15.23333333,14.6.2013,0
Clear,14.31111111,14.6.2013,1
Clear,13.73333333,14.6.2013,2
Clear,13.53888889,14.6.2013,3
Partly Cloudy,15.86666667,14.6.2013,4
Clear,18.66666667,14.6.2013,5
Partly Cloudy,22.63333333,14.6.2013,6
Partly Cloudy,24.88333333,14.6.2013,7
Partly Cloudy,26.03888889,14.6.2013,8
Partly Cloudy,27.01666667,14.6.2013,9
Partly Cloudy,27.2,14.6.2013,10
Partly Cloudy,27.71111111,14.6.2013,11
Partly Cloudy,27.67777778,14.6.2013,12
Partly Cloudy,27.26666667,14.6.2013,13
Partly Cloudy,27.77777778,14.6.2013,14
Mostly Cloudy,27.31666667,14.6.2013,15
Mostly Cloudy,26.15555556,14.6.2013,16
Mostly Cloudy,26.18333333,14.6.2013,17
Mostly Cloudy,23.28333333,14.6.2013,18
Partly Cloudy,20.07222222,14.6.2013,19
Partly Cloudy,19.4,14.6.2013,20
Partly Cloudy,17.86666667,14.6.2013,21
Partly Cloudy,16.67222222,14.6.2013,22
Partly Cloudy,16.09444444,14.6.2013,23
Partly Cloudy,16.45,15.6.2013,0
Partly Cloudy,15.58333333,15.6.2013,1
Partly Cloudy,15.05,15.6.2013,2
Partly Cloudy,15.21111111,15.6.2013,3
Partly Cloudy,16.02777778,15.6.2013,4
Partly Cloudy,19.82222222,15.6.2013,5
Partly Cloudy,22.07222222,15.6.2013,6
Partly Cloudy,24.81666667,15.6.2013,7
Partly Cloudy,26.96666667,15.6.2013,8
Partly Cloudy,27.56111111,15.6.2013,9
Partly Cloudy,27.73333333,15.6.2013,10
Partly Cloudy,28.75,15.6.2013,11
Partly Cloudy,29.65555556,15.6.2013,12
Partly Cloudy,28.86666667,15.6.2013,13
Partly Cloudy,28.88888889,15.6.2013,14
Partly Cloudy,28.91111111,15.6.2013,15
Partly Cloudy,29.83888889,15.6.2013,16
Partly Cloudy,27.75555556,15.6.2013,17
Partly Cloudy,24.41111111,15.6.2013,18
Partly Cloudy,22.22222222,15.6.2013,19
Partly Cloudy,20.05,15.6.2013,20
Mostly Cloudy,19.71111111,15.6.2013,21
Partly Cloudy,18.8,15.6.2013,22
Partly Cloudy,18.2,15.6.2013,23
Partly Cloudy,17.37777778,16.6.2013,0
Partly Cloudy,16.60555556,16.6.2013,1
Partly Cloudy,16.02222222,16.6.2013,2
Partly Cloudy,15.75,16.6.2013,3
Partly Cloudy,17.6,16.6.2013,4
Partly Cloudy,21.93333333,16.6.2013,5
Partly Cloudy,24.72777778,16.6.2013,6
Partly Cloudy,27.17777778,16.6.2013,7
Partly Cloudy,28.81666667,16.6.2013,8
Partly Cloudy,28.83333333,16.6.2013,9
Partly Cloudy,29.95,16.6.2013,10
Partly Cloudy,31.01666667,16.6.2013,11
Partly Cloudy,31.06111111,16.6.2013,12
Partly Cloudy,31.06666667,16.6.2013,13
Partly Cloudy,31.13333333,16.6.2013,14
Partly Cloudy,31.14444444,16.6.2013,15
Mostly Cloudy,30.04444444,16.6.2013,16
Mostly Cloudy,28.86111111,16.6.2013,17
Mostly Cloudy,27.42222222,16.6.2013,18
Mostly Cloudy,22.8,16.6.2013,19
Partly Cloudy,22.17777778,16.6.2013,20
Partly Cloudy,20.35,16.6.2013,21
Partly Cloudy,18.91666667,16.6.2013,22
Partly Cloudy,18.36111111,16.6.2013,23
Partly Cloudy,17.94444444,17.6.2013,0
Partly Cloudy,17.71111111,17.6.2013,1
Partly Cloudy,16.67222222,17.6.2013,2
Partly Cloudy,16.29444444,17.6.2013,3
Partly Cloudy,19.75555556,17.6.2013,4
Partly Cloudy,24.66666667,17.6.2013,5
Partly Cloudy,26.91666667,17.6.2013,6
Partly Cloudy,27.77777778,17.6.2013,7
Partly Cloudy,30.02222222,17.6.2013,8
Partly Cloudy,30.93888889,17.6.2013,9
Partly Cloudy,32.12777778,17.6.2013,10
Partly Cloudy,32.15555556,17.6.2013,11
Partly Cloudy,32.61111111,17.6.2013,12
Partly Cloudy,32.77777778,17.6.2013,13
Partly Cloudy,32.71111111,17.6.2013,14
Partly Cloudy,32.64444444,17.6.2013,15
Partly Cloudy,32.73333333,17.6.2013,16
Clear,31.08888889,17.6.2013,17
Clear,28.04444444,17.6.2013,18
Partly Cloudy,24.00555556,17.6.2013,19
Clear,22.71111111,17.6.2013,20
Clear,22.21111111,17.6.2013,21
Clear,20.51111111,17.6.2013,22
Partly Cloudy,19.42222222,17.6.2013,23
Partly Cloudy,19.05555556,18.6.2013,0
Clear,18.28888889,18.6.2013,1
Clear,17.76111111,18.6.2013,2
Partly Cloudy,17.32777778,18.6.2013,3
Partly Cloudy,19.84444444,18.6.2013,4
Partly Cloudy,23.76111111,18.6.2013,5
Partly Cloudy,27.02222222,18.6.2013,6
Partly Cloudy,29.88333333,18.6.2013,7
Partly Cloudy,31.08888889,18.6.2013,8
Partly Cloudy,31.07222222,18.6.2013,9
Partly Cloudy,32.22222222,18.6.2013,10
Partly Cloudy,32.77777778,18.6.2013,11
Partly Cloudy,32.75,18.6.2013,12
Partly Cloudy,32.87222222,18.6.2013,13
Partly Cloudy,33.91111111,18.6.2013,14
Partly Cloudy,33.7,18.6.2013,15
Partly Cloudy,33.81666667,18.6.2013,16
Partly Cloudy,32.71111111,18.6.2013,17
Partly Cloudy,29.22777778,18.6.2013,18
Partly Cloudy,25.07222222,18.6.2013,19
Partly Cloudy,24.33333333,18.6.2013,20
Clear,23.72222222,18.6.2013,21
Partly Cloudy,21.62222222,18.6.2013,22
Partly Cloudy,20.51111111,18.6.2013,23
Clear,19.75555556,19.6.2013,0
Clear,18.89444444,19.6.2013,1
Partly Cloudy,18.82222222,19.6.2013,2
Partly Cloudy,18.08888889,19.6.2013,3
Partly Cloudy,21.95555556,19.6.2013,4
Partly Cloudy,25.8,19.6.2013,5
Partly Cloudy,28.54444444,19.6.2013,6
Partly Cloudy,30.99444444,19.6.2013,7
Partly Cloudy,32.17777778,19.6.2013,8
Partly Cloudy,32.7,19.6.2013,9
Partly Cloudy,33.86666667,19.6.2013,10
Partly Cloudy,33.93888889,19.6.2013,11
Partly Cloudy,33.83888889,19.6.2013,12
Partly Cloudy,35.0,19.6.2013,13
Partly Cloudy,35.0,19.6.2013,14
Partly Cloudy,34.88888889,19.6.2013,15
Partly Cloudy,33.91111111,19.6.2013,16
Partly Cloudy,32.77777778,19.6.2013,17
Partly Cloudy,29.28333333,19.6.2013,18
Partly Cloudy,26.23333333,19.6.2013,19
Partly Cloudy,24.03333333,19.6.2013,20
Clear,23.22777778,19.6.2013,21
Mostly Cloudy,13.17777778,1.6.2013,22
Mostly Cloudy,12.62222222,1.6.2013,23
Mostly Cloudy,12.69444444,2.6.2013,0
Overcast,12.48333333,2.6.2013,1
Mostly Cloudy,12.36666667,2.6.2013,2
Mostly Cloudy,12.45,2.6.2013,3
Mostly Cloudy,12.39444444,2.6.2013,4
Partly Cloudy,13.52777778,2.6.2013,5
Partly Cloudy,14.62777778,2.6.2013,6
Partly Cloudy,17.15555556,2.6.2013,7
Mostly Cloudy,17.22222222,2.6.2013,8
Mostly Cloudy,16.42222222,2.6.2013,9
Partly Cloudy,16.22777778,2.6.2013,10
Partly Cloudy,17.26666667,2.6.2013,11
Partly Cloudy,17.03333333,2.6.2013,12
Partly Cloudy,18.92777778,2.6.2013,13
Partly Cloudy,17.38333333,2.6.2013,14
Partly Cloudy,17.46666667,2.6.2013,15
Partly Cloudy,18.61666667,2.6.2013,16
Partly Cloudy,17.64444444,2.6.2013,17
Partly Cloudy,15.91111111,2.6.2013,18
Partly Cloudy,13.88888889,2.6.2013,19
Partly Cloudy,13.23888889,2.6.2013,20
Partly Cloudy,13.10555556,2.6.2013,21
Clear,23.22222222,19.6.2013,22
Partly Cloudy,21.16111111,19.6.2013,23
Partly Cloudy,20.80555556,20.6.2013,0
Partly Cloudy,20.58333333,20.6.2013,1
Partly Cloudy,20.51111111,20.6.2013,2
Partly Cloudy,19.81111111,20.6.2013,3
Mostly Cloudy,22.64444444,20.6.2013,4
Mostly Cloudy,25.86111111,20.6.2013,5
Partly Cloudy,27.12222222,20.6.2013,6
Partly Cloudy,28.91111111,20.6.2013,7
Partly Cloudy,31.11111111,20.6.2013,8
Partly Cloudy,32.09444444,20.6.2013,9
Partly Cloudy,32.8,20.6.2013,10
Partly Cloudy,32.91666667,20.6.2013,11
Partly Cloudy,33.81666667,20.6.2013,12
Partly Cloudy,33.95555556,20.6.2013,13
Partly Cloudy,33.93333333,20.6.2013,14
Partly Cloudy,33.81666667,20.6.2013,15
Partly Cloudy,32.82222222,20.6.2013,16
Partly Cloudy,32.22222222,20.6.2013,17
Partly Cloudy,29.12222222,20.6.2013,18
Partly Cloudy,27.2,20.6.2013,19
Partly Cloudy,25.67222222,20.6.2013,20
Clear,26.48888889,20.6.2013,21
Clear,25.46111111,20.6.2013,22
Partly Cloudy,24.44444444,20.6.2013,23
Partly Cloudy,23.48888889,21.6.2013,0
Clear,22.29444444,21.6.2013,1
Clear,22.17777778,21.6.2013,2
Partly Cloudy,22.21666667,21.6.2013,3
Partly Cloudy,22.64444444,21.6.2013,4
Partly Cloudy,23.85,21.6.2013,5
Partly Cloudy,26.1,21.6.2013,6
Partly Cloudy,27.82222222,21.6.2013,7
Clear,29.04444444,21.6.2013,8
Clear,31.06666667,21.6.2013,9
Partly Cloudy,32.36111111,21.6.2013,10
Partly Cloudy,32.91666667,21.6.2013,11
Partly Cloudy,33.85555556,21.6.2013,12
Partly Cloudy,33.97777778,21.6.2013,13
Partly Cloudy,35.09444444,21.6.2013,14
Partly Cloudy,34.03333333,21.6.2013,15
Partly Cloudy,33.98333333,21.6.2013,16
Partly Cloudy,32.75555556,21.6.2013,17
Partly Cloudy,29.46111111,21.6.2013,18
Partly Cloudy,27.17777778,21.6.2013,19
Partly Cloudy,26.48888889,21.6.2013,20
Partly Cloudy,24.65,21.6.2013,21
Partly Cloudy,23.17777778,21.6.2013,22
Partly Cloudy,22.11111111,21.6.2013,23
Partly Cloudy,21.93888889,22.6.2013,0
Partly Cloudy,21.55555556,22.6.2013,1
Partly Cloudy,21.02222222,22.6.2013,2
Partly Cloudy,20.73333333,22.6.2013,3
Partly Cloudy,22.57777778,22.6.2013,4
Partly Cloudy,24.84444444,22.6.2013,5
Clear,27.65555556,22.6.2013,6
Clear,29.95555556,22.6.2013,7
Clear,32.06111111,22.6.2013,8
Clear,32.62777778,22.6.2013,9
Partly Cloudy,33.84444444,22.6.2013,10
Partly Cloudy,34.88333333,22.6.2013,11
Partly Cloudy,34.71111111,22.6.2013,12
Partly Cloudy,34.95555556,22.6.2013,13
Partly Cloudy,32.89444444,22.6.2013,14
Partly Cloudy,32.56666667,22.6.2013,15
Partly Cloudy,32.05,22.6.2013,16
Mostly Cloudy,28.86111111,22.6.2013,17
Mostly Cloudy,25.64444444,22.6.2013,18
Mostly Cloudy,24.02222222,22.6.2013,19
Mostly Cloudy,23.86111111,22.6.2013,20
Mostly Cloudy,23.14444444,22.6.2013,21
Mostly Cloudy,22.17777778,22.6.2013,22
Mostly Cloudy,21.22777778,22.6.2013,23
Mostly Cloudy,21.18333333,23.6.2013,0
Overcast,20.09444444,23.6.2013,1
Overcast,20.55555556,23.6.2013,2
Mostly Cloudy,20.52777778,23.6.2013,3
Overcast,19.92777778,23.6.2013,4
Overcast,20.99444444,23.6.2013,5
Partly Cloudy,21.04444444,23.6.2013,6
Mostly Cloudy,22.66111111,23.6.2013,7
Mostly Cloudy,23.77222222,23.6.2013,8
Mostly Cloudy,25.0,23.6.2013,9
Mostly Cloudy,26.08333333,23.6.2013,10
Partly Cloudy,27.12777778,23.6.2013,11
Partly Cloudy,27.80555556,23.6.2013,12
Partly Cloudy,27.82222222,23.6.2013,13
Partly Cloudy,28.81666667,23.6.2013,14
Partly Cloudy,27.95555556,23.6.2013,15
Partly Cloudy,28.81666667,23.6.2013,16
Partly Cloudy,27.63333333,23.6.2013,17
Partly Cloudy,27.06111111,23.6.2013,18
Partly Cloudy,23.75,23.6.2013,19
Mostly Cloudy,23.05555556,23.6.2013,20
Partly Cloudy,21.60555556,23.6.2013,21
Partly Cloudy,20.44444444,23.6.2013,22
Partly Cloudy,19.38333333,23.6.2013,23
Partly Cloudy,18.67777778,24.6.2013,0
Partly Cloudy,18.27222222,24.6.2013,1
Partly Cloudy,17.71111111,24.6.2013,2
Partly Cloudy,18.29444444,24.6.2013,3
Partly Cloudy,18.8,24.6.2013,4
Partly Cloudy,20.99444444,24.6.2013,5
Partly Cloudy,23.46111111,24.6.2013,6
Partly Cloudy,24.68333333,24.6.2013,7
Partly Cloudy,25.86111111,24.6.2013,8
Partly Cloudy,26.76666667,24.6.2013,9
Partly Cloudy,27.08888889,24.6.2013,10
Partly Cloudy,26.08888889,24.6.2013,11
Humid and Mostly Cloudy,21.78888889,24.6.2013,12
Humid and Mostly Cloudy,20.37777778,24.6.2013,13
Humid and Partly Cloudy,23.56666667,24.6.2013,14
Mostly Cloudy,19.86111111,24.6.2013,15
Breezy and Partly Cloudy,17.59444444,24.6.2013,16
Mostly Cloudy,17.08333333,24.6.2013,17
Mostly Cloudy,16.07222222,24.6.2013,18
Mostly Cloudy,15.99444444,24.6.2013,19
Overcast,15.48888889,24.6.2013,20
Overcast,15.04444444,24.6.2013,21
Overcast,14.97777778,24.6.2013,22
Overcast,14.92777778,24.6.2013,23
Overcast,14.95555556,25.6.2013,0
Overcast,14.90555556,25.6.2013,1
Overcast,14.42222222,25.6.2013,2
Overcast,14.45555556,25.6.2013,3
Mostly Cloudy,14.92777778,25.6.2013,4
Overcast,14.97777778,25.6.2013,5
Mostly Cloudy,15.02777778,25.6.2013,6
Mostly Cloudy,15.02222222,25.6.2013,7
Mostly Cloudy,16.04444444,25.6.2013,8
Mostly Cloudy,16.85555556,25.6.2013,9
Mostly Cloudy,17.10555556,25.6.2013,10
Mostly Cloudy,16.08888889,25.6.2013,11
Mostly Cloudy,16.05555556,25.6.2013,12
Mostly Cloudy,17.10555556,25.6.2013,13
Mostly Cloudy,17.15,25.6.2013,14
Mostly Cloudy,17.51111111,25.6.2013,15
Mostly Cloudy,17.10555556,25.6.2013,16
Partly Cloudy,16.08333333,25.6.2013,17
Partly Cloudy,16.15,25.6.2013,18
Partly Cloudy,15.02222222,25.6.2013,19
Mostly Cloudy,15.48333333,25.6.2013,20
Mostly Cloudy,14.33333333,25.6.2013,21
Mostly Cloudy,13.35555556,25.6.2013,22
Mostly Cloudy,11.76111111,25.6.2013,23
Partly Cloudy,11.87777778,26.6.2013,0
Partly Cloudy,11.16111111,26.6.2013,1
Partly Cloudy,10.58333333,26.6.2013,2
Partly Cloudy,10.72222222,26.6.2013,3
Partly Cloudy,12.13333333,26.6.2013,4
Partly Cloudy,13.82222222,26.6.2013,5
Mostly Cloudy,14.85,26.6.2013,6
Mostly Cloudy,17.12777778,26.6.2013,7
Mostly Cloudy,17.2,26.6.2013,8
Mostly Cloudy,17.70555556,26.6.2013,9
Mostly Cloudy,18.81666667,26.6.2013,10
Mostly Cloudy,17.82222222,26.6.2013,11
Mostly Cloudy,18.07777778,26.6.2013,12
Mostly Cloudy,18.83888889,26.6.2013,13
Mostly Cloudy,18.83888889,26.6.2013,14
Partly Cloudy,18.91111111,26.6.2013,15
Partly Cloudy,17.8,26.6.2013,16
Partly Cloudy,17.75555556,26.6.2013,17
Partly Cloudy,16.22222222,26.6.2013,18
Partly Cloudy,12.98333333,26.6.2013,19
Partly Cloudy,13.35555556,26.6.2013,20
Partly Cloudy,11.91111111,26.6.2013,21
Partly Cloudy,11.25,26.6.2013,22
Partly Cloudy,11.15555556,26.6.2013,23
Partly Cloudy,10.6,27.6.2013,0
Partly Cloudy,9.972222222,27.6.2013,1
Partly Cloudy,9.005555556,27.6.2013,2
Partly Cloudy,8.588888889,27.6.2013,3
Partly Cloudy,11.06666667,27.6.2013,4
Partly Cloudy,12.17777778,27.6.2013,5
Partly Cloudy,13.77222222,27.6.2013,6
Mostly Cloudy,15.99444444,27.6.2013,7
Mostly Cloudy,16.13333333,27.6.2013,8
Mostly Cloudy,16.32222222,27.6.2013,9
Partly Cloudy,17.28888889,27.6.2013,10
Mostly Cloudy,18.81666667,27.6.2013,11
Partly Cloudy,18.75555556,27.6.2013,12
Partly Cloudy,20.90555556,27.6.2013,13
Mostly Cloudy,19.99444444,27.6.2013,14
Partly Cloudy,20.76111111,27.6.2013,15
Partly Cloudy,18.93888889,27.6.2013,16
Partly Cloudy,18.91111111,27.6.2013,17
Partly Cloudy,17.88888889,27.6.2013,18
Partly Cloudy,15.07222222,27.6.2013,19
Partly Cloudy,13.98333333,27.6.2013,20
Partly Cloudy,13.67777778,27.6.2013,21
Partly Cloudy,12.36666667,27.6.2013,22
Partly Cloudy,11.78333333,27.6.2013,23
Partly Cloudy,11.42222222,28.6.2013,0
Partly Cloudy,12.13888889,28.6.2013,1
Mostly Cloudy,12.65,28.6.2013,2
Mostly Cloudy,13.05,28.6.2013,3
Mostly Cloudy,13.60555556,28.6.2013,4
Clear,15.0,28.6.2013,5
Overcast,15.91111111,28.6.2013,6
Overcast,17.2,28.6.2013,7
Overcast,17.28888889,28.6.2013,8
Mostly Cloudy,19.09444444,28.6.2013,9
Partly Cloudy,20.94444444,28.6.2013,10
Partly Cloudy,21.93888889,28.6.2013,11
Partly Cloudy,20.89444444,28.6.2013,12
Partly Cloudy,20.11111111,28.6.2013,13
Partly Cloudy,19.16111111,28.6.2013,14
Partly Cloudy,20.35555556,28.6.2013,15
Partly Cloudy,20.01666667,28.6.2013,16
Partly Cloudy,19.96666667,28.6.2013,17
Partly Cloudy,18.14444444,28.6.2013,18
Partly Cloudy,15.11666667,28.6.2013,19
Partly Cloudy,14.42222222,28.6.2013,20
Partly Cloudy,13.02222222,28.6.2013,21
Partly Cloudy,12.68888889,28.6.2013,22
Partly Cloudy,11.69444444,28.6.2013,23
Mostly Cloudy,11.82777778,29.6.2013,0
Partly Cloudy,11.64444444,29.6.2013,1
Partly Cloudy,10.51111111,29.6.2013,2
Partly Cloudy,10.7,29.6.2013,3
Partly Cloudy,10.69444444,29.6.2013,4
Partly Cloudy,15.97222222,29.6.2013,5
Partly Cloudy,17.05555556,29.6.2013,6
Partly Cloudy,19.86111111,29.6.2013,7
Mostly Cloudy,22.01666667,29.6.2013,8
Mostly Cloudy,22.18888889,29.6.2013,9
Partly Cloudy,22.70555556,29.6.2013,10
Partly Cloudy,22.31111111,29.6.2013,11
Mostly Cloudy,22.97222222,29.6.2013,12
Mostly Cloudy,23.88333333,29.6.2013,13
Mostly Cloudy,22.86666667,29.6.2013,14
Partly Cloudy,22.92777778,29.6.2013,15
Partly Cloudy,23.79444444,29.6.2013,16
Partly Cloudy,22.19444444,29.6.2013,17
Partly Cloudy,19.36666667,29.6.2013,18
Partly Cloudy,16.28888889,29.6.2013,19
Partly Cloudy,15.02222222,29.6.2013,20
Partly Cloudy,14.31111111,29.6.2013,21
Partly Cloudy,13.17222222,2.6.2013,22
Partly Cloudy,12.2,2.6.2013,23
Partly Cloudy,11.80555556,3.6.2013,0
Partly Cloudy,11.68888889,3.6.2013,1
Partly Cloudy,11.68888889,3.6.2013,2
Mostly Cloudy,11.72222222,3.6.2013,3
Mostly Cloudy,12.2,3.6.2013,4
Mostly Cloudy,12.73333333,3.6.2013,5
Overcast,12.75,3.6.2013,6
Overcast,12.92222222,3.6.2013,7
Overcast,14.01111111,3.6.2013,8
Overcast,14.87222222,3.6.2013,9
Overcast,16.11666667,3.6.2013,10
Overcast,16.11666667,3.6.2013,11
Overcast,16.92777778,3.6.2013,12
Mostly Cloudy,17.16111111,3.6.2013,13
Mostly Cloudy,17.73888889,3.6.2013,14
Mostly Cloudy,17.02222222,3.6.2013,15
Mostly Cloudy,17.06111111,3.6.2013,16
Mostly Cloudy,14.95,3.6.2013,17
Mostly Cloudy,14.85555556,3.6.2013,18
Mostly Cloudy,13.81666667,3.6.2013,19
Mostly Cloudy,13.28888889,3.6.2013,20
Mostly Cloudy,12.75555556,3.6.2013,21
Partly Cloudy,13.81666667,29.6.2013,22
Partly Cloudy,12.71111111,29.6.2013,23
Partly Cloudy,12.49444444,30.6.2013,0
Partly Cloudy,11.62222222,30.6.2013,1
Partly Cloudy,11.66666667,30.6.2013,2
Partly Cloudy,11.93888889,30.6.2013,3
Partly Cloudy,12.8,30.6.2013,4
Partly Cloudy,14.97777778,30.6.2013,5
Partly Cloudy,17.61111111,30.6.2013,6
Partly Cloudy,19.93333333,30.6.2013,7
Partly Cloudy,22.10555556,30.6.2013,8
Partly Cloudy,22.26666667,30.6.2013,9
Mostly Cloudy,22.28888889,30.6.2013,10
Partly Cloudy,22.87222222,30.6.2013,11
Partly Cloudy,22.96666667,30.6.2013,12
Partly Cloudy,22.87222222,30.6.2013,13
Partly Cloudy,22.82222222,30.6.2013,14
