brand,category,material,delivery_days,inventory,cost,discount_percentage,price
LesComfe,Chair,Wood,5,128,182.82,8.7,263.58
Ordinaer,Sofa,Fabric,7,3,303.34,5.0,494.36
Krude,Chair,Fabric,6,38,257.18,27.6,412.55
LesComfe,Sofa,Fabric,3,53,228.54,12.7,360.42
Furneyz,Bed,Fabric,5,160,277.69,8.4,550.9
Furneyz,Desk,Metal,9,32,73.55,14.1,142.63
Furneyz,Bed,Fabric,7,199,61.1,27.5,125.45
Ordinaer,Chair,Fabric,4,19,86.13,11.6,171.39
Ordinaer,Desk,Metal,7,15,67.46,16.9,75.69
Krude,Chair,Glass,5,148,256.16,24.1,289.03
Furneyz,Desk,Metal,2,172,310.26,12.8,471.47
Ordinaer,Desk,Plastic,6,126,53.58,7.0,67.7
Furneyz,Chair,Metal,7,86,66.99,29.8,104.95
Krude,Chair,Glass,8,81,194.79,28.7,253.49
LesComfe,Desk,Plastic,6,61,386.62,25.3,470.24
Ordinaer,Desk,Plastic,8,30,168.95,20.7,192.27
Ordinaer,Chair,Wood,7,41,183.67,8.8,278.26
LesComfe,Chair,Fabric,2,11,55.88,27.4,68.71
Ordinaer,Table,Plastic,6,64,70.8,8.3,
Krude,Table,Plastic,9,72,442.67,24.0,493.98
Ordinaer,Table,Glass,6,130,247.14,27.5,484.3
Ordinaer,Bed,Plastic,4,114,38.72,18.1,65.28
LesComfe,Desk,Glass,7,136,365.34,24.1,478.32
Krude,Sofa,Fabric,3,105,261.72,23.8,388.24
Furneyz,Bed,Wood,5,178,241.5,5.8,550.7
Furneyz,Desk,Wood,1,15,222.91,20.0,254.63
LesComfe,Sofa,Fabric,3,77,161.45,2.8,324.32
Krude,Table,Fabric,8,124,202.24,15.2,269.98
LesComfe,Sofa,Metal,9,130,206.23,4.9,402.6
LesComfe,Chair,Plastic,9,151,70.29,12.5,112.84
Furneyz,Chair,Plastic,2,140,45.62,25.0,63.49
Krude,Desk,Plastic,4,129,125.75,29.6,188.57
Krude,Bed,Glass,5,198,207.08,9.5,458.88
LesComfe,Table,Metal,3,111,80.05,16.0,140.83
Furneyz,Desk,Plastic,1,126,235.57,15.3,353.04
Krude,Table,Glass,6,20,390.59,28.6,486.46
LesComfe,Chair,Glass,2,146,79.26,14.4,92.26
Ordinaer,Bed,Wood,9,88,188.2,21.0,
Furneyz,Bed,Glass,1,46,164.11,27.7,312.11
Krude,Chair,Fabric,9,149,238.0,11.2,
Krude,Sofa,Glass,7,160,65.72,27.1,149.18
Krude,Bed,Fabric,2,159,276.57,27.5,452.1
Furneyz,Sofa,Fabric,6,191,316.51,27.9,491.22
LesComfe,Table,Wood,8,84,268.52,8.1,475.08
Ordinaer,Bed,Wood,2,166,212.16,12.0,446.83
Krude,Chair,Glass,5,127,139.46,26.1,273.73
Furneyz,Sofa,Wood,6,71,273.57,10.8,377.24
Krude,Table,Wood,3,41,392.44,18.0,441.01
LesComfe,Table,Plastic,2,8,170.01,3.5,306.77
Ordinaer,Bed,Glass,6,24,37.73,1.7,79.59
Krude,Bed,Glass,3,1,397.35,12.4,586.16
Furneyz,Desk,Glass,2,18,313.66,17.4,360.29
LesComfe,Desk,Wood,1,19,236.71,11.8,354.43
Ordinaer,Bed,Wood,8,69,76.5,17.3,183.82
Furneyz,Desk,Fabric,1,16,178.71,15.5,346.5
Krude,Chair,Metal,5,123,165.79,20.6,227.24
Furneyz,Chair,Metal,6,88,225.44,19.5,343.05
Ordinaer,Desk,Metal,3,195,50.11,12.7,
LesComfe,Bed,Plastic,7,93,253.74,12.7,432.54
LesComfe,Chair,Wood,2,83,252.13,4.2,499.74
Krude,Table,Fabric,7,130,58.43,15.4,71.7
Krude,Bed,Fabric,2,86,304.89,17.6,612.16
Krude,Sofa,Metal,5,50,120.31,14.3,268.07
Krude,Sofa,Plastic,7,81,324.9,9.8,508.11
Ordinaer,Bed,Plastic,3,153,265.0,21.6,502.59
Krude,Desk,Metal,4,183,271.44,2.2,305.16
Furneyz,Chair,Metal,1,191,274.37,27.4,382.3
Ordinaer,Chair,Wood,3,7,271.7,0.6,445.33
Ordinaer,Bed,Plastic,9,164,181.73,28.9,289.83
Krude,Table,Fabric,5,120,119.99,13.9,197.16
Ordinaer,Desk,Metal,8,154,301.95,12.4,350.42
Furneyz,Table,Wood,2,172,268.75,7.7,413.53
Ordinaer,Bed,Fabric,3,3,282.96,0.3,491.29
Ordinaer,Bed,Plastic,7,85,212.78,8.2,511.27
Furneyz,Table,Metal,4,127,164.94,3.3,246.01
Furneyz,Sofa,Metal,9,109,348.19,19.8,480.73
Ordinaer,Bed,Wood,7,98,85.59,9.6,
LesComfe,Desk,Wood,1,36,173.98,23.0,295.02
Ordinaer,Table,Plastic,4,70,31.05,6.2,52.59
Furneyz,Sofa,Metal,6,32,162.13,27.0,225.47
Furneyz,Table,Wood,6,30,187.43,15.7,214.91
Furneyz,Sofa,Metal,6,182,122.85,3.4,262.52
LesComfe,Sofa,Plastic,5,124,246.82,12.0,417.4
Furneyz,Desk,Metal,3,11,142.78,6.2,
Krude,Bed,Fabric,2,10,213.69,6.0,314.89
Krude,Sofa,Metal,3,87,83.69,15.2,180.43
LesComfe,Bed,Glass,9,71,127.39,20.2,272.45
Furneyz,Desk,Glass,3,31,121.97,27.3,152.27
Furneyz,Bed,Plastic,3,56,43.17,15.1,103.67
Krude,Chair,Plastic,1,165,224.13,29.0,321.55
Krude,Sofa,Plastic,2,187,237.37,28.2,403.3
Ordinaer,Desk,Fabric,3,85,208.36,26.0,328.77
LesComfe,Table,Fabric,2,18,170.1,15.0,258.57
Ordinaer,Desk,Metal,8,115,157.28,4.2,220.9
LesComfe,Sofa,Wood,6,183,247.55,6.5,504.28
Furneyz,Desk,Glass,7,13,206.68,19.4,283.59
Furneyz,Table,Glass,1,32,218.4,12.7,265.63
LesComfe,Chair,Glass,6,9,49.48,4.4,61.54
Ordinaer,Sofa,Metal,2,79,114.31,14.4,234.1
Krude,Sofa,Metal,6,191,123.74,0.5,254.25
LesComfe,Desk,Plastic,3,63,139.35,22.0,229.47
LesComfe,Bed,Wood,7,189,200.47,2.2,388.85
LesComfe,Bed,Plastic,3,67,192.46,18.9,362.65
Furneyz,Table,Metal,9,91,249.75,23.8,
LesComfe,Chair,Fabric,3,124,206.04,4.0,394.2
Furneyz,Chair,Plastic,7,170,213.69,15.6,415.84
Krude,Desk,Metal,4,79,245.08,23.4,373.16
Krude,Desk,Metal,8,58,373.84,7.8,479.99
Ordinaer,Bed,Fabric,2,179,33.61,4.9,72.76
Furneyz,Chair,Fabric,8,96,104.49,10.1,138.1
Krude,Chair,Fabric,9,18,32.25,16.6,53.4
Krude,Chair,Wood,8,148,291.67,17.3,341.36
Ordinaer,Table,Metal,6,21,389.75,3.9,454.11
Ordinaer,Table,Fabric,1,8,98.76,13.7,159.57
Ordinaer,Desk,Wood,7,8,276.56,8.0,467.17
Furneyz,Bed,Glass,1,26,51.25,25.3,96.4
LesComfe,Sofa,Glass,7,16,280.52,9.4,541.07
Furneyz,Bed,Glass,2,171,160.12,25.2,
Ordinaer,Table,Metal,8,44,79.42,12.9,95.64
LesComfe,Table,Wood,2,7,206.65,21.8,268.64
Krude,Desk,Wood,3,145,137.36,15.3,165.55
Furneyz,Sofa,Glass,3,124,117.39,18.7,
Ordinaer,Chair,Plastic,1,122,105.91,11.9,188.28
Ordinaer,Sofa,Glass,5,32,327.11,23.0,473.07
LesComfe,Sofa,Metal,5,0,188.5,12.8,336.52
Furneyz,Sofa,Glass,5,5,146.08,13.7,218.6
Krude,Desk,Glass,9,40,197.47,15.5,324.65
Krude,Table,Wood,6,182,198.23,25.0,372.27
LesComfe,Chair,Glass,6,4,154.9,19.8,172.68
LesComfe,Sofa,Fabric,3,186,132.8,10.5,271.51
Krude,Chair,Fabric,5,79,93.88,20.1,104.85
LesComfe,Sofa,Plastic,7,17,117.17,19.3,151.24
LesComfe,Table,Metal,3,176,291.45,27.9,356.5
Furneyz,Chair,Metal,2,81,100.55,25.2,
LesComfe,Bed,Wood,5,64,209.34,19.4,357.9
Ordinaer,Table,Metal,3,82,312.4,10.2,369.07
Ordinaer,Chair,Plastic,5,181,60.4,23.4,98.09
Ordinaer,Sofa,Fabric,9,188,209.76,17.3,351.08
LesComfe,Sofa,Wood,1,135,123.72,29.6,190.27
Krude,Table,Fabric,4,130,321.15,7.4,483.32
Ordinaer,Table,Plastic,5,24,179.56,2.4,267.6
Furneyz,Sofa,Wood,2,68,260.87,2.1,474.6
LesComfe,Chair,Glass,2,182,215.97,19.2,297.6
Krude,Bed,Metal,1,167,58.43,28.2,86.92
Krude,Desk,Plastic,8,81,194.46,0.1,334.92
LesComfe,Table,Wood,2,177,417.78,21.8,478.13
LesComfe,Sofa,Fabric,3,116,248.77,19.7,368.83
Furneyz,Chair,Wood,2,94,347.18,22.0,418.63
LesComfe,Table,Glass,4,32,323.59,10.7,447.89
LesComfe,Chair,Plastic,1,110,123.91,24.6,152.64
Krude,Table,Wood,3,145,73.65,1.3,145.42
Ordinaer,Sofa,Plastic,5,124,268.84,22.7,373.68
Ordinaer,Chair,Plastic,1,184,121.25,8.0,234.96
Krude,Sofa,Fabric,4,15,366.3,14.3,492.13
LesComfe,Chair,Metal,6,79,408.05,24.7,455.01
Furneyz,Table,Glass,4,37,129.11,8.1,209.04
Ordinaer,Desk,Wood,7,168,91.47,5.6,156.59
LesComfe,Desk,Metal,7,134,323.45,20.4,401.24
Ordinaer,Bed,Fabric,6,77,104.41,16.0,217.08
Krude,Bed,Metal,9,180,355.56,15.4,525.22
Ordinaer,Sofa,Plastic,2,62,130.24,7.7,276.78
Krude,Chair,Plastic,8,111,192.85,1.0,350.4
Krude,Bed,Glass,8,88,82.92,12.3,116.24
Krude,Table,Wood,4,159,254.51,3.2,330.74
Furneyz,Desk,Wood,6,37,212.45,27.2,253.3
LesComfe,Chair,Fabric,6,149,197.72,1.2,
Krude,Desk,Glass,5,143,96.79,12.9,125.61
Krude,Chair,Wood,1,51,281.5,1.6,381.59
Ordinaer,Bed,Plastic,3,28,324.86,2.9,547.82
LesComfe,Bed,Glass,7,143,114.04,19.8,184.42
Furneyz,Sofa,Metal,8,75,67.96,19.4,107.03
Furneyz,Chair,Glass,2,144,40.73,1.0,60.64
Ordinaer,Table,Glass,3,63,206.85,0.0,338.89
Furneyz,Bed,Wood,4,90,260.96,2.4,403.99
Ordinaer,Sofa,Fabric,5,88,174.8,22.9,340.42
LesComfe,Bed,Fabric,3,12,119.94,17.5,192.97
Ordinaer,Desk,Wood,5,71,134.04,1.1,225.91
Ordinaer,Bed,Wood,8,183,238.18,14.6,
Krude,Chair,Wood,8,4,218.52,21.4,273.55
Furneyz,Sofa,Fabric,2,11,290.51,26.1,568.68
LesComfe,Chair,Wood,6,168,58.37,28.0,111.4
LesComfe,Table,Metal,4,2,200.42,9.8,362.82
Krude,Table,Metal,9,32,172.19,4.1,231.94
Ordinaer,Bed,Plastic,2,120,203.81,7.1,
LesComfe,Sofa,Metal,8,49,193.17,23.3,428.86
LesComfe,Sofa,Glass,1,183,286.98,29.1,415.84
Ordinaer,Sofa,Plastic,6,136,315.76,14.0,570.47
Ordinaer,Sofa,Metal,1,177,74.52,9.2,123.94
LesComfe,Bed,Glass,2,28,84.41,12.9,121.06
Ordinaer,Chair,Metal,3,38,237.9,9.1,375.95
Furneyz,Bed,Glass,9,90,212.89,7.7,387.84
LesComfe,Chair,Wood,5,99,87.64,17.8,173.37
Ordinaer,Desk,Glass,2,172,45.67,0.5,85.74
LesComfe,Desk,Wood,5,16,53.43,7.8,88.55
LesComfe,Chair,Glass,5,55,231.23,19.8,452.39
Krude,Bed,Glass,1,45,102.6,1.0,170.43
Furneyz,Table,Metal,3,66,131.11,2.5,195.52
Furneyz,Bed,Glass,5,196,109.32,8.8,189.99
Krude,Table,Metal,9,141,119.53,26.3,209.75
Krude,Bed,Glass,1,66,50.24,22.9,101.55
LesComfe,Sofa,Fabric,8,22,217.09,0.7,326.11
Furneyz,Sofa,Plastic,1,93,71.27,15.1,92.49
Krude,Desk,Metal,9,188,213.35,8.2,410.16
Ordinaer,Desk,Metal,6,150,132.85,19.5,155.17
LesComfe,Chair,Wood,1,154,214.11,21.6,293.01
Furneyz,Table,Fabric,8,53,323.63,25.9,446.04
LesComfe,Sofa,Wood,5,137,240.06,14.3,
LesComfe,Bed,Fabric,7,76,152.96,29.8,362.29
Ordinaer,Chair,Fabric,7,15,105.02,29.4,195.95
Ordinaer,Bed,Glass,7,40,147.96,26.5,249.81
Krude,Sofa,Wood,6,97,223.54,17.2,403.96
Ordinaer,Sofa,Plastic,8,182,431.17,11.9,571.97
Furneyz,Sofa,Fabric,9,127,230.48,10.9,400.0
Krude,Sofa,Fabric,2,60,167.75,0.4,346.15
Furneyz,Bed,Metal,7,85,297.69,7.5,473.49
Furneyz,Chair,Glass,2,117,160.1,21.6,259.34
Krude,Sofa,Plastic,6,99,54.73,18.1,88.62
Ordinaer,Desk,Fabric,2,48,236.1,27.5,303.03
LesComfe,Chair,Metal,6,179,413.65,1.5,480.93
Ordinaer,Desk,Wood,2,1,105.28,4.7,128.89
Furneyz,Bed,Fabric,1,119,277.78,23.7,450.63
Furneyz,Sofa,Metal,7,177,108.38,10.8,161.48
Krude,Chair,Wood,3,122,255.71,3.6,291.12
Furneyz,Sofa,Glass,4,85,57.82,29.9,107.53
Krude,Chair,Fabric,5,76,237.59,12.3,390.27
Ordinaer,Sofa,Plastic,4,135,121.19,24.7,237.37
Furneyz,Sofa,Wood,9,58,267.05,20.4,401.59
Ordinaer,Table,Plastic,6,192,307.39,23.7,407.95
LesComfe,Table,Plastic,6,11,344.53,24.5,467.23
Ordinaer,Chair,Wood,2,3,78.81,2.5,155.59
Furneyz,Chair,Glass,6,116,181.8,18.7,229.69
LesComfe,Sofa,Wood,7,94,74.64,0.2,136.38
Furneyz,Desk,Metal,8,124,380.42,1.3,496.62
LesComfe,Chair,Plastic,8,40,337.58,27.1,467.15
Furneyz,Sofa,Fabric,9,122,186.66,15.8,336.93
Ordinaer,Desk,Plastic,3,6,237.55,22.1,428.91
Furneyz,Table,Fabric,7,68,152.96,25.2,284.43
Krude,Chair,Metal,7,68,275.27,28.5,330.61
Krude,Sofa,Metal,1,80,78.15,26.1,103.62
Ordinaer,Table,Metal,8,29,296.27,14.5,389.87
Ordinaer,Bed,Wood,4,72,58.18,10.1,134.34
LesComfe,Table,Plastic,5,5,278.68,4.6,421.73
Ordinaer,Sofa,Fabric,6,88,318.14,12.0,462.2
Krude,Desk,Metal,3,146,299.55,11.0,368.94
Ordinaer,Bed,Metal,5,65,36.27,16.8,82.84
Krude,Bed,Fabric,5,9,93.21,20.0,233.01
Ordinaer,Bed,Plastic,1,143,132.17,29.3,210.5
Krude,Chair,Plastic,3,36,136.28,21.9,
LesComfe,Sofa,Fabric,3,76,53.82,19.3,102.86
Furneyz,Bed,Glass,1,76,238.25,10.1,589.54
Furneyz,Table,Plastic,7,31,214.27,1.0,299.21
Krude,Desk,Fabric,1,46,157.57,8.6,187.49
Ordinaer,Sofa,Fabric,7,109,201.9,23.1,262.94
Ordinaer,Table,Metal,4,199,182.48,6.2,251.24
Furneyz,Chair,Fabric,9,170,226.04,21.4,320.27
Krude,Bed,Wood,7,119,150.62,17.4,352.57
Ordinaer,Table,Metal,5,163,333.67,5.2,463.73
Furneyz,Sofa,Metal,7,153,178.41,7.8,314.68
Krude,Table,Plastic,9,9,368.81,14.9,496.47
LesComfe,Chair,Glass,6,158,283.92,12.6,433.14
Ordinaer,Desk,Plastic,1,96,85.74,23.4,143.83
Ordinaer,Bed,Wood,6,156,252.19,22.0,585.96
Krude,Sofa,Metal,1,4,64.08,17.2,117.72
Furneyz,Bed,Metal,4,76,225.08,24.7,522.32
Krude,Bed,Fabric,8,0,126.3,16.9,276.6
Furneyz,Bed,Glass,5,130,398.32,28.9,556.36
Krude,Table,Glass,5,66,298.59,6.5,440.63
LesComfe,Table,Fabric,8,198,294.13,21.4,412.67
Ordinaer,Desk,Wood,8,162,344.46,11.1,405.51
Furneyz,Chair,Glass,1,14,168.06,8.4,
LesComfe,Sofa,Metal,5,194,63.35,5.4,99.38
Krude,Table,Wood,5,92,190.85,16.6,231.34
Furneyz,Bed,Plastic,8,29,80.79,6.5,160.11
Furneyz,Chair,Plastic,1,102,225.72,6.0,362.73
LesComfe,Sofa,Wood,7,81,136.01,29.7,236.61
Krude,Sofa,Metal,7,74,376.06,24.1,562.38
LesComfe,Sofa,Plastic,9,170,261.57,22.4,389.2
Krude,Sofa,Metal,2,59,263.03,23.8,483.13
LesComfe,Desk,Fabric,3,39,60.66,29.1,109.64
LesComfe,Sofa,Glass,4,192,329.73,17.2,503.59
LesComfe,Chair,Wood,1,156,256.5,6.6,
LesComfe,Table,Glass,7,73,196.88,25.9,269.18
Krude,Chair,Fabric,3,120,250.95,22.3,322.81
Ordinaer,Bed,Plastic,3,146,307.54,12.4,492.71
LesComfe,Desk,Metal,3,2,103.12,14.2,128.68
Krude,Desk,Metal,8,35,234.5,12.3,276.15
Ordinaer,Bed,Fabric,9,42,160.58,27.9,286.75
Furneyz,Chair,Wood,2,142,91.78,10.3,115.87
Furneyz,Chair,Glass,1,168,161.04,28.9,215.39
LesComfe,Bed,Plastic,9,114,46.36,27.3,100.85
Furneyz,Sofa,Wood,6,108,31.44,18.9,70.86
LesComfe,Sofa,Fabric,9,89,68.03,17.4,127.45
LesComfe,Table,Fabric,6,163,327.37,11.1,483.4
Ordinaer,Chair,Metal,2,83,222.03,0.6,297.29
Furneyz,Chair,Plastic,1,76,407.07,3.8,484.62
LesComfe,Bed,Wood,8,160,141.51,22.6,305.78
Furneyz,Bed,Metal,3,4,104.72,14.1,237.9
Ordinaer,Sofa,Plastic,1,77,245.93,4.5,319.43
Furneyz,Chair,Glass,8,90,134.6,7.9,247.78
Ordinaer,Chair,Glass,1,86,67.45,28.4,97.55
Ordinaer,Desk,Metal,8,13,248.44,11.0,338.37
Ordinaer,Table,Wood,1,103,105.49,27.2,147.22
LesComfe,Table,Plastic,9,195,175.72,9.1,328.81
Krude,Sofa,Glass,9,82,179.11,16.3,393.98
LesComfe,Chair,Glass,9,174,64.2,0.6,118.41
Furneyz,Desk,Wood,3,53,56.98,15.7,77.61
LesComfe,Chair,Metal,4,131,288.06,19.1,401.34
LesComfe,Bed,Fabric,5,94,152.48,7.0,321.14
Krude,Sofa,Plastic,6,8,57.52,17.4,
Furneyz,Table,Glass,9,52,412.1,19.4,497.69
Ordinaer,Chair,Fabric,4,76,39.26,20.6,76.0
Ordinaer,Sofa,Wood,6,59,253.66,23.3,417.18
Furneyz,Table,Metal,1,45,382.16,9.3,492.66
LesComfe,Chair,Plastic,2,53,94.72,17.0,157.63
Krude,Desk,Wood,8,73,71.04,29.4,114.01
Krude,Sofa,Metal,4,111,77.99,26.9,120.32
Furneyz,Chair,Wood,7,94,160.21,28.6,186.47
Furneyz,Table,Glass,4,164,78.66,11.6,95.47
LesComfe,Table,Glass,9,22,265.05,23.6,361.47
Krude,Desk,Fabric,9,26,61.81,18.6,78.03
Furneyz,Sofa,Wood,4,69,180.37,2.5,321.13
LesComfe,Sofa,Glass,8,193,377.07,24.7,573.29
LesComfe,Chair,Metal,6,108,285.77,20.3,416.29
Furneyz,Table,Fabric,1,188,188.26,6.0,326.85
Krude,Table,Plastic,7,76,146.63,2.4,187.81
Ordinaer,Desk,Wood,1,178,239.0,25.1,330.75
LesComfe,Desk,Glass,3,49,184.78,2.4,
Ordinaer,Sofa,Metal,8,123,208.99,2.7,278.0
LesComfe,Table,Wood,9,18,55.32,12.8,108.82
Krude,Chair,Metal,3,0,281.2,4.0,
Ordinaer,Bed,Fabric,1,39,131.94,27.4,315.5
Furneyz,Chair,Glass,1,159,110.97,14.1,
LesComfe,Desk,Glass,7,21,168.27,17.1,215.49
Furneyz,Chair,Fabric,5,111,149.51,27.8,236.36
Furneyz,Table,Metal,1,193,325.35,15.9,422.39
Krude,Sofa,Wood,6,39,250.27,10.6,437.15
Furneyz,Bed,Metal,6,37,317.94,23.9,495.23
LesComfe,Sofa,Wood,4,47,37.47,13.3,63.21
Furneyz,Bed,Fabric,7,182,157.76,9.6,296.59
Furneyz,Bed,Plastic,7,74,232.98,21.7,333.26
LesComfe,Table,Wood,9,182,35.2,24.0,58.64
Furneyz,Table,Glass,1,178,91.5,23.8,166.92
Krude,Desk,Glass,5,106,287.75,29.3,392.13
LesComfe,Desk,Glass,3,187,99.16,23.6,111.7
Krude,Bed,Metal,7,7,189.41,23.1,363.61
Furneyz,Desk,Metal,4,85,77.06,25.7,146.84
Ordinaer,Table,Metal,4,67,35.25,0.0,55.45
Krude,Desk,Glass,1,74,111.35,10.9,
Krude,Bed,Wood,1,199,276.25,22.1,611.43
Furneyz,Sofa,Glass,2,136,313.46,18.0,472.3
Ordinaer,Chair,Wood,2,89,433.19,5.3,481.81
LesComfe,Desk,Metal,1,129,183.47,9.1,269.53
Ordinaer,Table,Plastic,8,79,63.79,10.1,99.38
LesComfe,Sofa,Metal,6,94,195.83,17.0,341.07
Furneyz,Table,Fabric,6,69,138.96,24.9,254.47
Ordinaer,Desk,Wood,9,89,366.89,28.0,429.96
Furneyz,Bed,Plastic,5,58,62.69,22.5,117.67
Krude,Chair,Metal,4,146,176.63,25.3,269.71
Ordinaer,Chair,Plastic,6,27,89.77,14.1,117.52
LesComfe,Sofa,Glass,8,71,132.73,11.7,225.52
Krude,Chair,Wood,1,13,289.91,11.8,381.81
LesComfe,Bed,Fabric,7,23,138.6,18.5,330.26
Krude,Table,Glass,8,111,180.91,3.7,219.15
LesComfe,Bed,Plastic,9,43,199.35,17.4,284.39
LesComfe,Sofa,Metal,8,55,195.0,20.0,295.26
Furneyz,Sofa,Wood,7,119,355.6,13.2,463.75
Krude,Chair,Fabric,3,178,253.06,28.6,451.44
Furneyz,Bed,Metal,2,31,331.6,18.2,599.88
Furneyz,Table,Fabric,3,177,299.33,6.6,404.11
Furneyz,Bed,Wood,4,168,140.63,14.4,239.92
Furneyz,Table,Plastic,4,193,237.59,20.3,359.66
LesComfe,Table,Fabric,6,24,156.85,9.7,
Furneyz,Bed,Wood,7,115,90.65,2.4,
Furneyz,Desk,Fabric,4,188,281.32,17.5,428.39
Furneyz,Bed,Metal,6,65,38.02,28.4,84.11
LesComfe,Table,Fabric,9,41,361.78,14.6,455.79
Krude,Sofa,Metal,6,192,150.36,27.2,296.31
LesComfe,Sofa,Metal,3,163,176.26,25.1,387.25
LesComfe,Chair,Wood,1,75,249.96,4.4,346.71
LesComfe,Sofa,Glass,5,136,334.21,21.2,520.72
Krude,Desk,Fabric,3,163,285.61,13.1,336.5
Furneyz,Table,Plastic,8,37,238.44,7.5,326.27
Furneyz,Bed,Metal,1,160,51.05,20.6,99.99
Krude,Bed,Glass,2,169,232.63,22.3,354.1
Krude,Desk,Metal,3,60,84.2,5.4,117.58
Ordinaer,Sofa,Glass,3,173,203.03,27.4,
Furneyz,Table,Glass,8,88,203.74,22.5,280.5
LesComfe,Sofa,Plastic,5,188,307.39,28.0,409.52
LesComfe,Chair,Glass,8,17,45.28,9.5,68.75
Furneyz,Sofa,Plastic,6,69,54.53,28.2,101.38
Krude,Chair,Wood,2,81,207.54,11.1,372.35
Ordinaer,Bed,Metal,4,115,46.21,1.6,
LesComfe,Table,Plastic,9,79,55.24,22.9,82.07
Ordinaer,Chair,Metal,4,14,40.94,21.1,55.45
LesComfe,Sofa,Fabric,5,175,255.7,17.9,552.49
LesComfe,Sofa,Wood,5,199,334.46,14.7,439.16
Furneyz,Bed,Fabric,8,12,167.6,1.0,261.2
LesComfe,Desk,Fabric,6,118,134.76,18.7,183.44
Ordinaer,Desk,Glass,7,42,172.4,12.5,207.37
Ordinaer,Sofa,Glass,6,187,212.08,16.8,458.38
Furneyz,Desk,Fabric,5,56,240.11,12.9,347.62
LesComfe,Table,Glass,5,198,100.28,29.0,133.34
Ordinaer,Desk,Metal,3,16,106.72,18.1,128.35
Krude,Table,Glass,7,177,76.68,22.5,
Furneyz,Sofa,Fabric,5,31,212.04,28.1,399.21
Krude,Sofa,Glass,7,149,345.25,17.7,453.06
Ordinaer,Sofa,Glass,2,54,93.05,0.4,194.66
Krude,Bed,Plastic,9,184,50.51,1.0,74.28
Furneyz,Desk,Plastic,8,12,77.27,21.1,86.98
Krude,Chair,Fabric,5,46,277.17,8.4,485.54
Ordinaer,Chair,Metal,2,86,144.32,17.4,182.95
Krude,Sofa,Wood,6,61,204.46,6.1,455.57
Krude,Desk,Wood,8,181,219.24,8.1,331.1
Krude,Table,Fabric,7,28,156.76,15.1,221.87
LesComfe,Chair,Metal,8,21,104.39,29.3,142.56
Ordinaer,Sofa,Metal,4,64,91.48,18.5,120.32
Krude,Chair,Metal,3,28,251.24,28.1,326.76
Ordinaer,Chair,Plastic,7,47,276.02,28.8,398.59
Krude,Chair,Fabric,2,4,279.92,6.2,339.76
Furneyz,Sofa,Wood,5,162,254.06,9.3,331.93
Furneyz,Sofa,Metal,7,100,35.05,23.1,79.21
Furneyz,Bed,Fabric,1,70,433.84,26.0,607.27
Krude,Bed,Wood,4,173,218.82,15.6,511.78
Ordinaer,Bed,Plastic,2,162,150.1,29.8,227.21
Furneyz,Chair,Glass,6,172,300.55,0.3,490.99
LesComfe,Desk,Wood,1,140,177.39,9.0,320.85
Furneyz,Sofa,Wood,7,137,210.95,18.7,358.9
Furneyz,Bed,Wood,3,65,292.91,14.1,483.29
LesComfe,Desk,Glass,1,197,270.93,3.5,415.3
Furneyz,Bed,Metal,8,71,180.25,11.0,431.77
Krude,Bed,Glass,7,24,79.63,0.8,134.55
Krude,Desk,Wood,2,171,174.1,19.3,
Furneyz,Bed,Plastic,7,59,305.5,26.8,
Ordinaer,Chair,Wood,3,174,88.61,26.5,151.08
Ordinaer,Chair,Plastic,9,39,147.24,21.0,217.48
Furneyz,Chair,Fabric,8,6,126.95,14.0,
LesComfe,Table,Plastic,5,173,205.17,15.4,247.73
Krude,Bed,Wood,7,150,270.61,4.1,407.28
Krude,Table,Glass,3,45,348.77,10.2,474.38
Krude,Sofa,Wood,1,85,101.52,5.6,182.06
Furneyz,Desk,Wood,1,140,85.82,24.6,104.68
Krude,Sofa,Fabric,2,20,100.24,27.4,
Furneyz,Table,Metal,8,0,372.93,16.1,449.12
Furneyz,Chair,Wood,1,122,256.34,21.8,340.61
Ordinaer,Bed,Fabric,5,146,145.39,3.6,223.32
LesComfe,Bed,Glass,9,124,308.47,18.3,521.47
LesComfe,Chair,Fabric,9,187,291.3,21.1,437.62
LesComfe,Bed,Fabric,2,32,380.59,13.6,538.66
Krude,Desk,Plastic,7,3,332.08,7.3,463.52
Ordinaer,Desk,Metal,1,2,121.33,26.3,163.51
Ordinaer,Desk,Metal,3,90,229.26,22.3,389.77
Furneyz,Sofa,Glass,6,51,193.0,27.0,295.83
Ordinaer,Chair,Fabric,9,27,312.51,24.6,428.9
Furneyz,Desk,Glass,2,69,216.84,29.7,377.82
Ordinaer,Table,Glass,7,197,209.22,5.8,399.4
Furneyz,Desk,Metal,4,182,256.1,2.6,345.27
Krude,Sofa,Metal,2,56,104.59,10.1,149.32
Ordinaer,Table,Metal,3,107,209.45,3.9,295.26
LesComfe,Chair,Wood,6,143,291.28,15.7,493.1
Furneyz,Chair,Fabric,9,23,361.7,19.0,471.82
Ordinaer,Desk,Glass,8,196,36.94,17.3,69.43
Ordinaer,Table,Fabric,9,168,84.03,7.8,124.17
Furneyz,Table,Glass,4,76,61.78,27.3,109.28
Ordinaer,Desk,Glass,4,174,216.14,0.6,376.69
LesComfe,Desk,Glass,9,75,242.83,10.4,418.0
Furneyz,Bed,Glass,8,68,95.64,21.6,182.6
